city,age,sex,family_size,work_hours,avg_sleep_hours,screen_time_hours,tea_cups,coffee_cups,late_snack,spice_intake,religious_freq,festival_freq,physical_activity_min,bedtime_variability,stress_level,city_noise_dB,light_pollution_index,temperature_night,humidity_night,air_quality_index,screen_brightness_behavior,sleep_quality_score
Allahabad,23.6,Male,6,10.1,7.79,2.78,2,0,0,5,5,1,58.7,0.7,1.0,62.54,50.35,22.93,94.43,134.8,0.3,70.77
Meerut,29.7,Other,5,8.6,7.29,2.4,2,0,0,3,4,1,55.0,0.3,5.76,68.69,31.63,24.19,65.34,31.8,0.06,54.77
Mumbai,24.9,Female,4,10.0,6.58,0.85,1,1,0,5,2,0,32.7,0.25,4.89,71.64,84.57,20.31,72.1,124.7,0.34,57.46
Ludhiana,27.0,Male,6,5.5,7.11,1.7,5,0,0,4,4,2,29.6,2.25,5.89,58.95,59.66,24.02,74.17,101.8,0.31,57.44
Siliguri,38.4,Male,3,9.6,6.51,2.11,1,0,0,2,4,1,32.6,1.92,4.83,58.41,26.07,23.01,45.18,58.7,0.73,48.74
Bhopal,31.8,Female,4,7.3,5.8,3.72,5,0,0,4,3,3,0.8,0.39,5.03,60.94,38.97,21.23,34.26,58.4,0.44,45.0
Mumbai,36.1,Female,1,10.5,8.31,4.29,1,0,0,3,0,1,67.4,1.15,4.89,74.65,89.05,18.51,72.0,94.0,0.55,44.88
Vijayawada,27.7,Female,4,7.4,6.46,1.84,0,1,1,4,5,2,19.0,1.65,2.91,48.99,50.06,18.3,56.87,10.0,0.06,66.35
Hyderabad,26.6,Female,3,10.9,5.76,3.18,0,0,0,3,2,4,46.6,1.85,2.01,68.12,63.44,23.4,70.69,154.5,0.46,55.53
Pune,18.5,Male,3,10.3,6.93,1.64,1,2,0,1,3,2,68.4,1.42,5.12,65.81,74.49,16.1,68.83,145.5,0.41,54.6
Chennai,26.3,Male,3,8.0,6.63,0.0,0,2,0,1,2,3,37.0,0.98,1.0,75.58,81.24,13.9,48.76,132.0,0.45,67.75
Surat,16.0,Male,2,12.0,7.41,2.1,1,1,0,4,1,3,49.3,0.2,5.25,72.16,68.83,23.65,60.61,134.8,0.37,56.97
Dehradun,24.1,Female,2,8.7,4.43,2.9,6,0,0,1,5,0,30.9,1.99,8.53,45.49,31.68,24.61,50.09,134.6,0.33,33.86
Ludhiana,29.2,Male,3,7.7,8.14,2.16,2,0,0,2,4,2,49.1,1.47,6.03,51.49,71.96,22.28,70.46,37.1,0.75,51.49
Hyderabad,35.6,Male,2,11.6,6.76,2.25,2,1,0,4,2,1,27.0,2.04,3.15,66.77,54.17,23.12,57.28,136.8,0.64,58.45
Pondicherry,27.3,Male,6,8.2,7.89,2.82,3,0,0,4,1,1,37.4,1.28,1.47,64.85,63.69,24.69,60.82,77.5,0.56,62.26
Pondicherry,33.5,Female,3,8.7,7.47,3.61,4,0,0,4,4,1,28.2,0.85,2.5,56.5,48.61,25.17,62.9,74.9,0.51,62.67
Tiruchirappalli,16.0,Female,5,11.3,7.62,0.66,5,1,0,3,2,2,24.6,2.2,2.99,57.6,60.73,23.74,92.58,127.7,0.82,64.59
Hyderabad,29.4,Male,2,10.6,6.82,2.95,1,0,0,3,0,3,67.8,1.33,3.26,76.5,64.58,19.85,67.23,128.4,0.27,45.22
Thane,16.0,Female,5,9.9,8.05,2.47,3,0,1,5,3,0,35.5,2.99,5.12,55.55,55.63,34.55,37.79,42.4,0.85,54.56
Thrissur,17.9,Male,4,8.8,7.03,2.04,3,0,0,2,0,1,0.8,1.44,4.89,57.31,56.56,27.3,54.98,100.1,0.29,62.76
Kochi,28.1,Male,3,8.0,7.84,1.59,3,0,0,2,1,3,28.2,0.14,1.96,51.17,59.8,25.4,41.88,129.4,0.56,67.6
Delhi,42.8,Male,4,9.5,5.2,5.29,5,0,0,5,1,0,40.0,2.21,6.83,69.09,72.01,31.16,65.34,160.2,0.73,36.18
Mumbai,33.7,Male,4,6.5,7.37,2.88,4,2,0,3,1,1,42.8,1.35,8.04,71.94,85.12,21.8,62.85,156.8,0.43,45.53
Visakhapatnam,30.2,Male,4,10.0,6.62,2.27,1,0,0,4,3,1,17.8,1.59,5.67,43.74,59.8,28.42,62.04,151.4,0.45,50.61
Rajahmundry,29.8,Female,3,9.9,5.47,2.15,5,1,0,3,1,1,0.0,0.0,5.88,55.02,46.44,32.48,64.1,10.0,0.6,48.46
Faridabad,22.9,Female,3,6.8,6.53,0.87,3,0,0,5,4,1,44.5,1.01,2.42,65.54,43.13,14.34,70.2,94.9,0.44,61.51
Vadodara,24.6,Female,5,9.6,5.11,2.18,5,2,0,4,4,2,28.5,2.33,7.21,42.27,35.78,26.35,66.05,150.9,0.82,42.75
Bengaluru,34.3,Female,3,5.5,7.56,1.53,0,2,1,3,0,4,37.6,0.24,4.18,62.02,64.42,19.11,55.43,171.8,0.7,39.35
Ranchi,16.1,Female,4,12.2,6.12,3.62,1,1,0,2,5,1,4.9,0.96,4.4,61.24,47.24,27.45,44.02,71.8,0.37,45.22
Imphal,35.9,Male,4,8.1,7.15,2.81,3,0,0,3,2,1,12.7,1.47,7.58,61.85,48.95,17.05,74.73,82.7,0.39,50.32
Jaipur,26.1,Female,3,9.2,7.92,1.92,1,0,0,4,3,1,55.6,1.58,5.61,66.03,66.47,25.74,36.93,106.1,0.64,52.96
Kochi,38.3,Female,4,10.1,6.92,1.85,6,0,1,2,1,4,19.9,1.46,6.01,54.16,76.46,24.77,47.35,171.0,0.75,41.98
Kakinada,39.6,Female,2,9.7,7.16,2.92,2,0,1,4,6,1,42.6,1.97,8.49,50.46,54.6,21.41,83.05,121.8,0.88,57.34
Hyderabad,16.0,Male,3,7.7,7.76,3.27,2,1,1,2,3,1,55.1,0.69,2.97,77.02,52.97,22.96,61.75,109.7,0.25,60.35
Agra,24.2,Male,6,9.1,7.31,0.51,1,0,0,2,5,0,27.8,2.42,6.37,47.38,39.98,30.39,72.51,54.5,0.64,64.7
Ahmedabad,21.4,Female,4,10.6,5.65,2.67,1,0,0,2,0,1,89.0,1.3,3.07,57.31,73.04,18.48,69.31,64.4,0.46,50.29
Panaji,16.0,Female,6,7.7,6.17,2.98,0,1,1,3,4,1,31.3,2.1,6.31,57.46,67.74,20.52,70.69,51.0,0.86,49.5
Vasai-Virar,19.7,Male,5,10.2,7.9,0.0,1,0,1,2,1,1,20.7,2.46,6.5,47.21,62.86,20.6,76.11,29.5,0.61,61.18
Navi Mumbai,54.4,Female,2,7.1,6.61,3.14,3,1,0,2,4,1,36.6,0.66,7.71,45.31,38.82,23.03,65.85,48.0,0.67,50.6
Panaji,36.1,Male,4,9.9,6.17,1.25,2,1,0,3,7,1,54.3,1.33,2.4,58.01,80.03,18.71,57.5,37.0,0.21,63.36
Jaipur,49.2,Female,1,7.8,8.8,3.77,1,1,1,3,0,1,25.7,0.79,2.07,67.37,56.66,24.73,38.83,155.0,0.21,47.62
Gorakhpur,38.3,Male,6,8.4,8.11,1.59,4,0,1,3,3,0,30.7,2.78,2.67,48.5,51.48,19.53,57.17,51.2,0.7,67.12
Nashik,22.6,Male,5,6.6,6.69,1.5,2,1,0,5,3,1,59.7,0.82,5.74,63.3,40.67,28.76,80.26,31.8,0.56,61.78
Kolkata,26.2,Male,1,11.2,5.92,3.33,1,1,1,3,0,4,38.9,1.57,7.29,72.16,63.86,21.53,44.92,156.4,0.38,39.61
Guwahati,35.9,Male,6,10.9,5.22,1.19,3,0,1,3,5,3,29.6,0.0,4.1,55.43,51.6,21.62,63.61,124.1,0.92,54.2
Panaji,34.4,Male,4,11.6,6.48,2.08,4,2,0,3,5,2,56.5,2.18,4.27,50.54,67.08,26.89,66.2,67.5,0.35,64.76
Ahmedabad,24.2,Female,2,9.4,6.98,2.78,1,2,1,3,0,1,0.0,0.63,3.57,61.4,75.2,18.77,59.28,48.9,0.98,58.02
Tirupati,16.0,Female,5,7.8,6.74,1.83,3,1,1,2,2,2,69.2,1.7,5.9,57.6,60.73,24.7,52.53,10.0,0.41,51.77
Rajahmundry,62.9,Male,3,10.5,4.28,0.83,0,1,0,3,5,3,0.0,0.81,3.57,63.66,37.85,27.62,59.75,86.5,0.56,59.92
Pune,28.6,Female,2,10.1,4.99,2.13,2,1,0,5,5,1,63.0,1.51,6.08,85.06,81.6,22.04,76.62,157.8,0.5,55.36
Guntur,26.7,Male,3,8.0,6.52,1.88,4,0,1,3,4,2,60.0,1.25,6.63,36.87,28.18,27.3,66.51,22.7,0.88,45.62
Kolkata,31.1,Male,3,9.0,7.18,0.61,1,0,0,1,1,1,20.3,2.04,3.34,55.93,59.77,16.03,60.03,153.5,0.3,52.05
Hyderabad,27.6,Male,2,10.0,6.92,3.09,2,0,1,4,2,1,50.2,0.24,4.83,66.67,50.01,20.21,65.49,91.9,0.25,54.04
Chennai,31.2,Male,4,11.8,5.89,2.24,2,2,0,2,2,2,32.0,1.85,6.26,78.28,86.85,16.87,48.96,107.5,0.46,39.17
Haridwar,42.9,Female,5,7.4,8.63,2.52,2,0,0,3,2,2,41.0,0.0,2.24,37.45,50.44,25.9,63.98,120.3,0.66,59.95
Allahabad,28.8,Male,4,11.0,7.13,2.58,3,0,0,4,2,3,72.8,1.51,4.49,54.65,46.77,22.94,87.43,103.1,0.61,54.3
Kolkata,18.4,Female,4,9.7,6.7,1.38,1,1,1,5,1,2,46.4,1.49,6.89,77.58,48.54,16.89,67.43,100.5,0.5,55.06
Thane,28.4,Female,3,10.8,7.12,2.48,1,0,0,2,2,2,60.1,0.73,6.08,68.25,60.39,29.05,41.93,78.9,0.45,49.33
Dhanbad,25.4,Female,5,8.7,5.85,1.16,3,0,0,3,2,2,39.2,0.83,3.57,43.06,50.79,18.81,74.26,153.2,0.36,42.48
Bengaluru,44.2,Female,2,11.3,7.41,2.47,1,0,0,4,4,1,1.4,0.93,5.85,60.32,60.95,18.8,47.08,180.3,0.61,49.73
Durgapur,41.7,Female,3,7.8,5.81,1.77,1,0,0,4,3,1,1.2,0.0,2.75,61.05,62.33,31.75,58.56,10.0,0.21,58.2
Siliguri,31.1,Female,3,9.6,6.9,3.01,1,1,0,3,6,0,29.7,1.04,1.7,63.24,34.55,30.16,64.33,120.2,0.15,63.02
Ghaziabad,17.2,Female,6,10.0,5.68,1.46,2,0,0,4,3,2,44.4,1.42,9.95,46.94,44.99,23.41,66.2,51.4,0.08,49.61
Kakinada,17.7,Male,4,6.2,7.79,2.8,0,0,0,4,7,1,70.5,0.28,6.6,55.44,55.35,29.74,79.45,112.2,0.68,53.24
Nagpur,30.2,Female,5,11.5,4.98,2.23,3,1,0,5,4,0,60.8,1.22,1.0,50.5,54.55,20.94,74.38,31.1,0.63,61.09
Thrissur,33.4,Female,3,6.8,7.69,3.25,4,1,1,3,2,3,32.0,0.0,5.66,61.14,61.55,26.23,56.86,123.5,0.68,56.63
Howrah,26.3,Female,4,10.6,6.64,1.68,4,1,0,4,0,4,18.3,2.55,5.07,60.2,43.25,13.08,44.29,90.5,0.47,52.46
Navi Mumbai,25.2,Male,4,8.3,5.89,2.19,3,0,0,3,1,2,42.8,1.74,4.18,64.75,45.58,25.99,66.24,99.2,0.69,52.08
Chennai,24.1,Male,4,11.2,6.73,2.64,2,3,1,2,2,0,53.0,3.03,4.69,82.41,66.74,21.35,63.46,83.9,0.36,47.38
Durgapur,29.8,Male,5,9.6,5.86,0.55,0,0,1,3,5,3,60.2,1.75,4.07,58.62,57.01,33.2,45.9,93.6,0.71,55.61
Indore,16.0,Female,6,8.5,6.07,2.14,2,0,1,4,1,2,59.0,0.68,3.21,69.13,46.35,22.75,67.81,92.7,0.25,48.68
Chennai,19.0,Male,3,8.7,7.77,3.07,2,0,0,4,2,3,40.8,0.57,6.08,74.37,76.61,15.9,36.55,127.5,0.78,48.94
Delhi,23.7,Male,4,9.6,8.0,3.6,0,1,1,4,2,1,63.1,0.15,3.18,66.46,73.39,32.82,60.3,195.2,0.53,53.43
Rajkot,42.1,Male,3,8.3,7.18,2.37,1,0,1,2,2,2,27.1,2.38,4.46,46.93,41.04,28.08,57.02,17.4,0.26,67.03
Agra,21.9,Male,5,9.6,6.31,1.87,3,0,1,3,2,3,77.0,1.72,3.78,43.17,43.56,31.56,67.56,55.9,0.85,55.75
Raipur,31.8,Male,6,9.1,7.11,3.75,4,0,0,4,3,2,56.2,0.17,7.3,64.34,34.97,24.14,85.41,20.2,0.78,44.92
Haridwar,32.3,Female,5,7.8,5.35,1.99,5,0,0,4,2,4,78.8,0.91,5.72,52.57,76.27,25.08,65.97,81.8,0.34,52.47
Mumbai,43.0,Male,1,8.2,4.16,1.94,1,1,1,3,3,1,38.2,0.0,4.0,70.24,100.0,21.15,67.45,185.1,0.51,41.7
Gwalior,42.6,Female,4,8.4,5.07,1.97,3,0,0,3,2,3,26.6,1.2,7.17,60.6,44.3,21.96,70.33,95.6,0.72,41.32
Chennai,29.4,Female,3,9.9,5.97,1.16,3,0,0,4,1,0,52.8,1.33,3.04,73.39,70.07,20.55,56.18,120.9,0.76,55.18
Tirupati,25.2,Female,3,7.9,9.56,0.89,3,0,1,2,1,3,59.1,0.74,6.01,44.4,65.75,29.02,75.97,62.3,0.52,73.58
Imphal,23.4,Female,4,9.6,8.27,2.22,1,0,0,2,4,2,40.2,1.17,3.27,50.28,57.82,17.98,89.59,131.1,0.64,61.91
Faridabad,27.6,Female,4,8.7,5.8,0.81,3,2,0,3,3,1,36.2,1.79,8.32,59.4,33.62,15.07,75.21,158.7,0.39,46.43
Jodhpur,25.7,Male,6,10.5,6.32,1.45,3,1,1,2,2,0,43.8,2.14,1.64,63.46,46.69,21.17,53.41,114.4,0.3,52.88
Ahmedabad,35.5,Other,3,10.6,7.17,1.33,0,2,0,2,5,2,43.4,1.53,4.28,68.47,65.37,16.54,61.78,14.0,0.65,65.62
Pimpri-Chinchwad,34.2,Male,4,9.9,6.02,2.13,3,2,0,5,5,2,58.4,1.2,4.88,53.92,50.88,20.29,60.66,85.3,0.87,54.71
Imphal,35.9,Male,4,8.1,7.0,1.36,1,2,0,3,3,2,84.4,0.94,5.97,46.87,39.51,21.27,83.85,99.4,0.17,47.05
Bhopal,42.6,Male,4,10.9,7.57,2.48,4,0,0,4,6,2,55.6,1.12,5.89,55.11,30.7,23.42,37.05,25.4,0.74,57.48
Surat,48.6,Male,3,10.4,8.05,2.95,1,0,1,4,1,1,23.3,1.71,3.06,76.51,70.74,22.93,37.46,67.1,0.37,55.34
Patna,31.2,Male,3,11.0,5.79,0.83,0,0,1,3,1,3,50.4,0.78,2.9,42.78,52.16,23.8,56.06,19.6,0.38,62.3
Itanagar,41.0,Female,4,10.3,6.03,2.83,5,0,0,3,2,1,22.0,0.49,2.1,40.3,58.79,25.82,51.09,66.1,0.59,56.48
Surat,26.5,Female,3,9.7,6.86,2.33,0,1,0,3,1,2,25.8,1.89,7.61,78.62,78.04,23.51,51.9,125.4,0.77,49.37
Chennai,41.9,Female,3,9.1,7.32,1.28,1,0,0,5,3,3,60.1,1.46,2.55,75.95,66.26,19.2,47.81,97.3,0.26,64.92
Raipur,40.6,Male,4,9.2,5.96,2.34,2,0,1,4,2,4,25.2,0.67,2.3,50.69,34.82,23.53,56.18,85.3,0.55,44.75
Itanagar,40.1,Female,4,8.6,6.83,3.58,1,0,1,1,2,1,48.0,0.0,1.28,41.89,44.58,20.15,65.3,35.5,0.68,49.68
Bengaluru,30.9,Male,3,8.9,8.34,2.8,0,2,1,3,1,1,43.2,0.56,3.08,65.53,67.89,10.66,42.13,116.2,0.68,61.39
Hyderabad,23.3,Male,1,8.4,7.38,1.35,1,1,0,4,1,1,32.4,0.0,2.53,73.46,55.52,24.81,63.2,118.3,0.42,55.66
Kolkata,16.1,Female,3,12.9,6.84,3.42,1,0,0,5,2,2,51.3,1.84,6.83,67.04,49.95,20.67,45.36,92.4,0.62,52.54
Surat,29.6,Female,2,8.0,6.17,4.08,2,1,1,3,3,2,30.7,2.36,7.31,64.88,76.77,19.02,51.22,112.5,0.38,44.91
Thane,45.3,Male,5,6.1,6.14,1.92,0,0,0,3,1,1,28.6,2.2,7.52,53.26,58.07,35.0,52.77,103.6,0.54,38.72
Agartala,26.9,Female,5,9.6,5.93,1.28,2,0,0,3,6,3,51.7,0.45,4.7,54.65,24.55,21.12,76.08,49.3,0.61,48.41
Allahabad,37.9,Female,3,7.9,7.47,2.03,2,1,1,3,4,2,40.4,0.05,7.99,72.74,37.05,26.52,88.32,163.2,0.11,42.74
Amritsar,38.4,Female,4,8.6,6.0,0.26,1,1,0,4,3,3,73.3,2.39,6.73,55.93,50.99,24.74,56.3,179.0,0.79,44.14
Surat,27.2,Male,3,7.9,8.71,4.58,1,1,0,3,6,4,43.1,1.56,3.02,76.72,60.42,19.61,62.1,120.7,0.16,62.68
Kohima,43.2,Male,5,9.6,5.76,1.95,3,0,0,1,3,2,30.1,0.87,4.94,55.92,51.17,28.04,54.83,68.0,0.28,50.66
Pimpri-Chinchwad,16.0,Male,4,9.4,5.85,2.04,5,0,1,2,7,3,55.1,1.97,1.0,61.34,59.71,22.38,64.36,93.1,0.27,62.66
Guntur,17.8,Male,4,10.4,6.1,2.32,5,0,1,3,4,3,32.1,1.69,1.0,50.51,40.08,27.77,60.46,14.1,0.49,60.9
Navi Mumbai,20.8,Male,4,9.8,6.4,2.74,6,0,0,1,1,4,34.0,1.07,8.28,54.68,40.52,26.84,64.17,10.0,0.56,43.14
Kolkata,21.8,Female,4,9.6,8.1,1.98,1,0,0,3,1,2,39.6,0.76,6.27,62.68,62.95,19.73,41.32,109.1,0.22,48.98
Coimbatore,33.4,Male,4,6.6,6.64,1.15,3,2,0,4,3,0,28.4,0.47,5.56,53.51,58.15,18.49,56.0,60.7,0.44,57.06
Surat,32.9,Female,3,8.8,6.47,1.32,2,2,1,5,1,1,59.6,0.67,7.89,78.81,89.54,20.87,47.52,133.3,0.22,49.67
Jabalpur,33.9,Male,5,7.7,3.71,2.37,3,0,1,5,2,3,34.9,0.89,10.0,51.67,23.4,27.2,52.0,61.4,0.34,48.71
Mumbai,36.0,Female,1,8.3,6.23,4.35,0,1,0,4,1,3,52.1,0.44,2.26,63.53,84.33,21.18,83.41,104.1,0.82,50.95
Chennai,20.5,Female,4,11.9,5.15,3.45,4,1,0,3,3,1,11.5,0.49,3.01,68.82,58.9,23.0,60.9,123.3,0.37,55.34
Bhubaneswar,17.8,Male,5,11.1,8.06,1.74,3,0,0,2,2,1,50.7,2.02,3.86,45.43,42.19,27.91,70.28,112.9,0.3,68.42
Hyderabad,34.0,Female,3,9.2,8.36,2.81,3,2,1,2,2,2,72.1,2.17,1.0,69.51,64.71,15.56,57.6,141.7,0.73,58.51
Aizawl,23.7,Male,4,10.2,8.15,3.46,3,0,0,4,6,2,16.2,2.71,6.92,54.62,31.24,26.89,63.88,65.1,0.28,61.78
Pune,16.0,Male,4,10.4,6.5,2.2,2,1,0,2,3,0,53.9,1.76,4.6,64.84,93.44,15.94,67.25,83.6,0.62,53.5
Navi Mumbai,39.7,Male,5,8.1,5.58,1.33,6,0,0,3,4,2,30.8,1.57,4.73,58.57,44.39,26.18,76.87,68.7,0.29,56.7
Guwahati,44.0,Male,5,9.1,5.77,2.23,7,2,1,3,2,1,20.1,2.24,7.24,55.68,57.79,28.54,48.94,125.3,0.36,40.22
Ludhiana,45.6,Female,3,6.1,6.71,2.77,2,1,0,4,3,1,34.6,0.07,1.93,54.5,51.32,19.13,54.94,43.1,0.31,60.43
Ahmedabad,31.9,Female,1,7.6,6.83,0.01,0,1,1,4,2,1,9.0,2.4,5.05,64.31,78.57,19.55,64.66,47.0,0.74,50.0
Hyderabad,36.3,Male,3,10.6,5.18,3.4,0,1,0,4,3,1,46.4,0.28,2.75,76.57,58.96,21.1,62.91,158.2,0.5,44.62
Delhi,43.7,Female,2,11.4,6.34,1.37,1,2,1,4,2,1,36.6,0.22,6.03,65.76,65.82,31.42,65.24,137.4,0.17,49.48
Ahmedabad,23.6,Female,3,11.4,5.69,1.08,1,3,1,5,2,1,41.7,1.16,2.92,65.64,77.5,18.26,62.4,37.5,0.57,52.59
Allahabad,41.1,Male,5,7.4,5.83,1.74,0,0,0,3,5,2,34.6,1.32,4.48,70.94,44.91,27.01,100.0,102.3,0.62,48.99
Bilaspur,32.8,Male,5,10.3,6.27,0.96,2,0,1,4,5,0,65.5,1.39,2.7,40.36,44.42,21.37,45.82,91.8,0.59,52.94
Tiruchirappalli,39.1,Male,5,10.0,5.49,0.41,0,2,1,5,2,1,55.0,0.74,6.44,59.33,41.22,25.07,88.2,109.5,0.03,49.44
Shimla,31.9,Female,3,9.7,8.09,2.1,2,2,1,5,4,1,67.3,1.94,3.17,53.15,39.61,29.43,66.01,10.0,0.95,72.17
Vijayawada,43.0,Male,3,8.8,6.35,1.96,5,0,0,3,3,2,46.5,0.0,5.03,45.89,57.66,22.71,61.13,10.0,0.8,43.47
Howrah,32.2,Male,5,8.2,8.33,0.45,3,0,0,3,4,3,55.1,0.24,4.4,59.65,34.83,18.98,39.17,16.8,0.69,68.25
Pune,16.0,Female,2,11.1,6.23,1.59,3,0,0,3,1,0,64.6,1.26,7.25,68.12,85.92,19.79,79.7,102.4,0.69,55.03
Rajahmundry,44.5,Female,3,10.2,7.04,2.42,6,0,0,2,1,3,43.9,1.68,2.83,65.49,47.91,24.67,74.63,113.9,0.75,52.79
Howrah,20.5,Male,5,8.7,5.9,2.48,4,0,1,2,3,3,67.9,0.79,8.27,62.49,41.78,19.72,46.4,43.4,0.13,57.53
Kalyan-Dombivli,42.5,Female,5,9.6,6.29,0.0,2,0,0,4,4,2,17.2,0.57,5.84,63.82,45.97,28.58,60.44,32.0,0.24,56.36
Bengaluru,29.1,Female,2,10.7,8.79,1.74,1,0,1,3,4,3,34.0,0.0,2.38,72.13,73.82,18.33,43.24,84.0,0.75,66.81
Thane,41.8,Male,6,8.8,6.8,2.92,2,1,1,2,2,1,48.9,0.14,4.03,57.15,73.76,27.35,28.78,90.4,0.09,42.32
Visakhapatnam,41.3,Female,5,8.0,7.23,2.38,5,0,1,3,5,0,44.6,1.82,6.05,56.09,54.86,20.84,55.17,126.0,0.13,60.42
Tiruchirappalli,34.3,Male,4,9.1,6.87,2.37,3,0,1,3,5,3,35.0,0.73,2.76,58.89,56.2,23.6,76.8,94.2,0.84,54.0
Meerut,35.1,Male,5,10.3,5.2,2.54,4,0,1,5,2,1,23.5,1.12,7.56,66.84,41.68,21.84,49.5,10.0,0.44,53.73
Jaipur,34.2,Male,4,8.7,6.6,1.78,3,3,1,5,6,3,43.4,0.44,5.82,70.47,68.55,20.92,45.02,183.1,0.6,47.48
Guntur,16.0,Male,6,10.7,6.22,2.16,4,0,0,2,5,3,48.3,2.22,7.22,47.23,46.11,17.89,40.09,10.0,0.9,48.93
Bengaluru,31.2,Male,2,8.9,8.51,2.61,2,2,0,5,1,1,55.4,1.47,5.07,59.14,75.57,13.78,40.9,118.7,0.81,56.76
Nagpur,18.8,Male,4,11.7,6.56,1.5,0,1,1,3,4,3,45.3,0.0,4.82,50.7,39.75,18.98,59.47,77.7,0.47,56.58
Mumbai,31.7,Female,3,11.2,5.1,1.49,0,1,0,1,2,2,17.2,1.01,6.73,72.88,100.0,28.65,66.2,115.3,0.2,45.39
Thiruvananthapuram,18.6,Female,3,8.3,6.94,2.27,3,0,0,1,5,1,97.2,0.77,4.12,47.45,49.71,26.06,79.27,14.0,0.3,68.77
Gorakhpur,18.2,Male,3,7.0,7.03,0.52,1,1,0,5,2,1,40.3,0.89,5.53,40.6,42.82,23.56,61.93,108.5,0.64,56.3
Ahmedabad,46.0,Male,3,9.2,6.4,1.33,1,0,1,4,2,3,41.8,1.0,8.08,59.78,73.21,18.59,63.25,131.4,0.6,45.68
Tirupati,40.7,Female,2,8.5,5.83,2.62,1,0,1,2,0,2,43.5,2.1,8.36,56.38,60.18,31.79,66.45,82.2,0.6,58.87
Ahmedabad,30.0,Male,3,9.5,5.01,2.33,0,3,0,5,3,3,45.4,2.43,5.21,70.06,63.34,15.36,68.12,10.0,0.45,39.38
Rajahmundry,31.8,Male,4,8.0,5.49,2.95,1,0,1,3,4,2,65.4,1.96,8.4,49.29,33.67,21.4,58.11,113.2,0.8,57.18
Dehradun,27.5,Female,5,9.1,5.98,1.7,2,0,0,3,2,1,92.3,0.0,3.91,46.79,39.32,31.46,64.9,97.6,0.15,48.38
Siliguri,35.7,Female,3,8.9,6.44,1.5,2,0,0,3,4,1,66.5,0.54,6.73,72.85,28.34,20.89,52.96,132.0,0.78,43.41
Delhi,23.2,Female,3,8.8,6.11,3.65,1,1,1,3,1,3,51.6,1.26,7.48,74.21,65.57,32.38,72.18,125.2,0.33,37.33
Kakinada,39.9,Female,6,10.6,6.48,1.64,3,0,1,4,2,2,75.8,1.19,4.91,61.75,58.62,27.19,98.07,113.7,0.51,47.67
Kota,27.5,Male,6,10.7,6.93,2.25,6,1,0,3,3,3,36.9,1.86,1.83,67.03,6.57,18.18,51.35,90.9,0.25,54.64
Ahmedabad,25.8,Female,3,10.0,8.82,2.34,2,1,1,1,2,3,52.9,1.05,3.75,57.78,80.49,22.1,74.65,71.1,0.23,50.91
Itanagar,30.2,Male,6,10.4,7.06,2.11,4,0,1,4,1,1,62.9,0.48,1.0,45.81,36.37,25.5,56.62,101.7,0.58,69.08
Ahmedabad,24.1,Male,2,11.0,5.69,2.28,0,1,0,3,2,2,19.4,1.13,7.35,65.85,56.34,17.97,57.32,115.4,0.72,41.29
Pondicherry,33.3,Female,4,8.1,7.79,2.79,3,0,1,3,2,0,27.5,1.34,6.38,57.45,54.06,23.78,67.55,122.0,0.27,53.07
Bengaluru,24.6,Female,2,10.7,7.8,3.07,3,0,0,2,3,3,70.1,1.48,5.37,71.06,77.55,18.93,44.42,150.4,0.72,52.99
Madurai,34.7,Male,5,7.7,4.76,1.7,1,0,1,4,4,2,62.5,1.09,8.24,49.81,61.89,27.8,100.0,153.3,0.5,39.44
Faridabad,42.2,Male,6,7.6,6.46,2.23,3,0,0,3,1,3,70.3,0.6,2.43,57.54,54.94,13.87,66.92,116.7,0.53,70.15
Bengaluru,22.8,Female,3,10.9,8.15,1.45,2,0,0,5,0,1,12.6,0.27,3.68,66.08,61.97,13.78,47.01,74.1,0.5,55.91
Pune,28.7,Female,2,10.8,7.62,4.01,1,0,1,4,3,3,81.1,0.27,2.71,71.58,92.43,20.8,77.33,132.7,0.51,49.57
Delhi,34.6,Female,2,10.7,5.51,0.99,1,1,1,2,3,3,43.3,0.62,4.15,80.58,63.14,32.76,57.92,123.3,0.18,45.53
Pimpri-Chinchwad,25.6,Male,4,9.2,7.76,1.4,2,1,0,3,3,1,21.3,2.38,5.29,67.13,52.53,16.01,85.19,122.0,0.2,59.18
Ahmedabad,34.6,Female,2,7.4,6.07,2.05,1,1,1,5,2,3,40.5,0.0,3.83,62.34,69.9,20.0,64.86,57.3,0.26,43.04
Srinagar,35.6,Female,3,6.8,4.66,2.22,4,0,1,3,4,2,39.2,0.56,5.42,57.05,47.32,21.82,68.54,52.7,0.4,50.76
Ahmedabad,40.8,Female,3,10.6,5.83,4.12,1,0,0,2,3,1,30.5,2.08,7.55,61.04,67.83,22.5,47.55,97.7,0.63,42.97
Ahmedabad,23.9,Male,2,11.1,5.51,3.53,0,2,0,2,2,3,60.4,0.37,4.15,68.87,75.12,18.17,74.0,91.7,0.28,44.23
Thiruvananthapuram,20.6,Male,6,7.9,7.03,0.67,0,1,0,3,2,3,45.0,1.72,5.27,43.04,51.59,17.15,87.98,88.4,0.61,61.36
Mumbai,26.9,Male,2,12.5,4.34,2.11,3,0,1,5,2,1,56.0,1.29,8.52,74.21,89.09,22.65,73.98,194.9,0.29,37.96
